1o. Agrupamento,REFERENTE AO,2o. Agrupamento,Recurso,COR,Descrição,Matéria Prima,Compr,Largu,Quant,Saldo,Pendente,Etapa Seguinte,setor,setor_novo,
12/11/2024,024480,GMS C.Plasma,468745,,REFORCO PONTA DE EIXO  TANDEM  FA6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,4,67,4,Sem Processo,EIXO,#REF!,468745-4;
12/11/2024,024480,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
12/11/2024,024480,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
12/11/2024,024480,GMS C.Guilhotinas,417749,,FECH LAT BR-EIXO TANDEM  FA4/6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",93,93,2,101,2,Sem Processo,EIXO,#REF!,417749-2;
11/11/2024,024481,GMS C.Serras,417294,,PONTA DE EIXO - EIXO BAL TANDEM   FA4,110980 - ACO LAMINADO RED 1.3/4    1045,366,"44,45",2,18,2,S Usinagem,EIXO,#REF!,417294-2;
11/11/2024,024481,GMS C.Serras,031245,,TUBO BALANCIM TANDEM 4T,"134031NAC - TUBO QUADRADO   100,00 X 100,00 X 6MM",1080,,1,20,1,S Usinagem,EIXO,#REF!,31245-1;
11/11/2024,024481,GMS C.Serras,416009,,BUCHA BRACO - EIXO BAL T  FA4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",115,"48,26",1,28,1,S Usinagem,EIXO,#REF!,416009-1;
11/11/2024,024481,GMS C.Plasma,417233,,ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6,"120157 - CHAPA GQ   3/8 (9,53)     1010",64,64,1,32,1,S Estamparia,EIXO,#REF!,417233-1;
11/11/2024,024481,GMS C.Plasma,031248,,BRACO ESTABILIZADOR(TUBO) - EIXO BAL TANDEM CBHM/CBH 4T,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1529,165,1,13,1,S Estamparia,EIXO,#REF!,31248-1;
11/11/2024,024481,GMS C.Plasma,468745,,REFORCO PONTA DE EIXO  TANDEM  FA6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,4,67,4,Sem Processo,EIXO,#REF!,468745-4;
11/11/2024,024481,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
11/11/2024,024481,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
11/11/2024,024481,GMS C.Guilhotinas,417749,,FECH LAT BR-EIXO TANDEM  FA4/6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",93,93,2,101,2,Sem Processo,EIXO,#REF!,417749-2;
01/11/2024,024776,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
01/11/2024,024776,GMS C.Serras,024375,,REFORÇO DO CHAPEAM DO EIXO  - EIXO BAL TANDEM  CBHM,"126202 - AÇO CHATO LAM 1/2 X 3"" SAE-1020",300,,1,7,1,S C Plasma,EIXO,#REF!,24375-1;
01/11/2024,024776,GMS C.Serras,436410,,COMPLEM BARRA ENGATE - CH RP13,126457 - AÇO CHATO LAM 3/8 X 2 SAE-1020,,,1,39,1,Sem Processo,EIXO,#REF!,436410-1;
01/11/2024,024776,GMS C.Serras,031243,,TUBO BALANCIM TANDEM 6T,"134031NAC - TUBO QUADRADO   100,00 X 100,00 X 6MM",1080,,1,0,1,S Usinagem,EIXO,#REF!,31243-1;
01/11/2024,024776,GMS C.Serras,416009,,BUCHA BRACO - EIXO BAL T  FA4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",115,"48,26",1,28,1,S Usinagem,EIXO,#REF!,416009-1;
01/11/2024,024776,GMS C.Plasma,417233,,ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6,"120157 - CHAPA GQ   3/8 (9,53)     1010",64,64,1,32,1,S Estamparia,EIXO,#REF!,417233-1;
01/11/2024,024776,GMS C.Plasma,031248,,BRACO ESTABILIZADOR(TUBO) - EIXO BAL TANDEM CBHM/CBH 4T,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1529,165,1,13,1,S Estamparia,EIXO,#REF!,31248-1;
01/11/2024,024776,GMS C.Plasma,468745,,REFORCO PONTA DE EIXO  TANDEM  FA6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,4,67,4,Sem Processo,EIXO,#REF!,468745-4;
01/11/2024,024776,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
01/11/2024,024776,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
01/11/2024,024776,GMS C.Guilhotinas,417749,,FECH LAT BR-EIXO TANDEM  FA4/6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",93,93,2,101,2,Sem Processo,EIXO,#REF!,417749-2;
10/11/2024,024777,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
10/11/2024,024777,GMS C.Serras,024375,,REFORÇO DO CHAPEAM DO EIXO  - EIXO BAL TANDEM  CBHM,"126202 - AÇO CHATO LAM 1/2 X 3"" SAE-1020",300,,1,7,1,S C Plasma,EIXO,#REF!,24375-1;
10/11/2024,024777,GMS C.Serras,031243,,TUBO BALANCIM TANDEM 6T,"134031NAC - TUBO QUADRADO   100,00 X 100,00 X 6MM",1080,,1,0,1,S Usinagem,EIXO,#REF!,31243-1;
10/11/2024,024777,GMS C.Serras,416009,,BUCHA BRACO - EIXO BAL T  FA4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",115,"48,26",1,28,1,S Usinagem,EIXO,#REF!,416009-1;
10/11/2024,024777,GMS C.Plasma,417233,,ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6,"120157 - CHAPA GQ   3/8 (9,53)     1010",64,64,1,32,1,S Estamparia,EIXO,#REF!,417233-1;
10/11/2024,024777,GMS C.Plasma,031248,,BRACO ESTABILIZADOR(TUBO) - EIXO BAL TANDEM CBHM/CBH 4T,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1529,165,1,13,1,S Estamparia,EIXO,#REF!,31248-1;
10/11/2024,024777,GMS C.Plasma,468745,,REFORCO PONTA DE EIXO  TANDEM  FA6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,4,67,4,Sem Processo,EIXO,#REF!,468745-4;
10/11/2024,024777,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
10/11/2024,024777,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
10/11/2024,024777,GMS C.Guilhotinas,417749,,FECH LAT BR-EIXO TANDEM  FA4/6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",93,93,2,101,2,Sem Processo,EIXO,#REF!,417749-2;
17/01/2025,025045,GMS C.Plasma,494495,,DOBRADIÇA TAMPA TRASEIRA  CBH/CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",110,87,2,166,2,Sem Processo,LATERAL,#REF!,494495-2;
17/01/2025,025045,GMS C.Guilhotinas,460230,,CANT INF TAMPA TRASEIRA  CBH,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",1686,96,1,0,1,S Estamparia,LATERAL,#REF!,460230-1;
17/01/2025,025045,GMS C.Guilhotinas,466608,,FECHAM LAT TAMPA TRAS 60CM (3500)  CBH,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",600,100,2,7,2,S Estamparia,LATERAL,#REF!,466608-2;
17/01/2025,025045,GMS C.Guilhotinas,466610,,CHAPEM TAMPA TRAS 60CM (3500)  CBH,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,,,1,2,1,S Estamparia,LATERAL,#REF!,466610-1;
10/01/2025,025048,GMS C.Plasma,494495,,DOBRADIÇA TAMPA TRASEIRA  CBH/CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",110,87,2,166,2,Sem Processo,LATERAL,#REF!,494495-2;
10/01/2025,025048,GMS C.Guilhotinas,034251,,"CHAPEAMENTO TAMPA TRAS 1,10m (5000) CBHM","120267 - CHAPA FQ #14 (1,20 x 3,50m) 1010",,,1,27,1,S Estamparia,LATERAL,#REF!,34251-1;
10/01/2025,025048,GMS C.Guilhotinas,032045,,CANT INF TAMPA TRASEIRA  CBH M20,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",1687,168,1,94,1,S Estamparia,LATERAL,#REF!,32045-1;
10/01/2025,025048,GMS C.Guilhotinas,013213,,"FECHAM LAT TAMPA TRAS 1,10m  CBHM","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",1100,100,2,110,2,S Estamparia,LATERAL,#REF!,13213-2;
09/07/2024,025070,GMS C.Serras,025069,,EMBOLO C/FREIO      CBMF/CBHF,110346 - ACO LAMINADO RED 2        1020,415,"48,5",1,0,1,S Usinagem,CONJ INTERMED,#REF!,25069-1;
09/07/2024,025070,GMS C.Serras,464855,,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020",427,"76,2",1,300,1,S Forjaria,CONJ INTERMED,#REF!,464855-1;
09/07/2024,025070,GMS C.Plasma,414426,,"PORTA TRAVA RE  FA3,5FBS","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",83,26,1,137,1,S Estamparia,CONJ INTERMED,#REF!,414426-1;
06/01/2025,025070,GMS C.Serras,025069,,EMBOLO C/FREIO      CBMF/CBHF,110346 - ACO LAMINADO RED 2        1020,415,"48,5",1,0,1,S Usinagem,CONJ INTERMED,#REF!,25069-1;
06/01/2025,025070,GMS C.Serras,464855,,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020",427,"76,2",1,300,1,S Forjaria,CONJ INTERMED,#REF!,464855-1;
06/01/2025,025070,GMS C.Plasma,414426,,"PORTA TRAVA RE  FA3,5FBS","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",83,26,1,137,1,S Estamparia,CONJ INTERMED,#REF!,414426-1;
18/04/2024,025233,GMS C.Serras,025236,,APOIO DA SAPATA - CHASSI FA6 RD,"134016 - TUBO QDR    70,00 X 4,75",350,,2,12,2,Sem Processo,CHASSI,#REF!,25236-2;
18/04/2024,025233,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,CHASSI,#REF!,409741-2;
18/04/2024,025233,GMS C.Plasma,422400,,LONGARINA    CHASSI   FA6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",3985,315,2,1,2,S Estamparia,CHASSI,#REF!,422400-2;
18/04/2024,025233,GMS C.Plasma,025743,,SUPORTE FIX. DA PLATAF. - CHASSI F6 CS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",200,42,8,106,8,S Estamparia,CHASSI,#REF!,25743-8;
18/04/2024,025233,GMS C.Plasma,423191,,TRANSV DIANT INTERM-CHASSI  FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,2,1,S Estamparia,CHASSI,#REF!,423191-1;
18/04/2024,025233,GMS C.Plasma,423075,,REFORCO LONG - CHASSI   FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,0,2,S Estamparia,CHASSI,#REF!,423075-2;
18/04/2024,025233,GMS C.Plasma,423348,,FECHAM LAT TR DIANT - CHASSI  FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,46,2,S Estamparia,CHASSI,#REF!,423348-2;
18/04/2024,025233,GMS C.Plasma,451540,,TRANSV DIANT - CHASSI   FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,0,1,S Estamparia,CHASSI,#REF!,451540-1;
18/04/2024,025233,GMS C.Plasma,424109,,TRANSV TRAS INT - CHASSI   FA6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",687,284,1,16,1,S Estamparia,CHASSI,#REF!,424109-1;
18/04/2024,025233,GMS C.Plasma,025235,,TRANSVERSINA CENTRAL - CHASSI FA6 RD,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",577,160,1,33,1,S Estamparia,CHASSI,#REF!,25235-1;
18/04/2024,025233,GMS C.Plasma,423154,,REFORCO TRANSV DIANT - CHASSI  FA6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",380,94,1,0,1,S Estamparia,CHASSI,#REF!,423154-1;
18/04/2024,025233,GMS C.Plasma,451344,,TRANSV TRAS - CHASSI     FA6,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",,,1,19,1,S Estamparia,CHASSI,#REF!,451344-1;
18/04/2024,025233,GMS C.Guilhotinas,025237,,FECHAMENTO DO APOIO - CHASSI FA6 RD,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",90,65,4,28,4,S Estamparia,CHASSI,#REF!,25237-4;
12/12/2024,025669,GMS C.Serras,464880,,BUCHA EMBOLO - CHASSI CBHM/ICAM FA,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",103,"60,3",1,92,1,Sem Processo,IÇAMENTO,#REF!,464880-1;
12/12/2024,025669,GMS C.Serras,030327,,TUBO FIXO MACACO M17 CHASSI CBHM/CBH,134157 - TUBO MECANICO  50 X  32  ST-52,54,,1,40,1,S Usinagem,IÇAMENTO,#REF!,30327-1;
12/12/2024,025669,GMS C.Plasma,025550,,SUPORTE DE FIXAÇÃO TRASEIRO - IÇAM - CBHF M12,"120157 - CHAPA GQ   3/8 (9,53)     1010",292,273,1,2,1,S Estamparia,IÇAMENTO,#REF!,25550-1;
12/12/2024,025669,GMS C.Plasma,025195,,SUPORTE DE FIXAÇÃO IÇAM  CBHF (M12),"120157 - CHAPA GQ   3/8 (9,53)     1010",285,180,1,1,1,S Estamparia,IÇAMENTO,#REF!,25195-1;
12/12/2024,025669,GMS C.Plasma,025709,,HASTE DE TRAÇÃO IÇAMENTO (FEV14...) CBHF (M12),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",2705,568,1,1,1,S Estamparia,IÇAMENTO,#REF!,25709-1;
12/12/2024,025669,GMS C.Plasma,025662,,FECHAM DIANTEIRO ICAM (M98) FA (NOV13...),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",274,158,1,62,1,S Estamparia,IÇAMENTO,#REF!,25662-1;
12/12/2024,025669,GMS C.Plasma,441480,,SUPORTE ENGATE ICAM (M98) FA/CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",158,122,1,396,1,S Estamparia,IÇAMENTO,#REF!,441480-1;
12/12/2024,025669,GMS C.Plasma,483023,,FECHAM LATERAL ICAM (M98) FA/CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",134,36,2,12873,2,Sem Processo,IÇAMENTO,#REF!,483023-2;
12/12/2024,025669,GMS C.Plasma,031867,,SUPOTE DA BASE DA ENSILADEIRA _ IÇAMENTO CBE _ CBHM 5000 CBE,"120650 - CHAPA GQ   5/16(7,94)     1010",460,173,2,12,2,S Estamparia,IÇAMENTO,#REF!,31867-2;
12/12/2024,025669,GMS C.Plasma,022810,,CORPO DO SUPORTE P/CABO - ICAM C/FREIO       CBHF/CBMF,"120650 - CHAPA GQ   5/16(7,94)     1010",80,80,2,6,2,S Estamparia,IÇAMENTO,#REF!,22810-2;
12/12/2024,025669,GMS C.Guilhotinas,022822,,FECHAMENTO DO SUPORTE P/CABO - ICAM C/FREIO       CBHF/CBMF,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",160,28,1,16,1,S Estamparia,IÇAMENTO,#REF!,22822-1;
12/12/2024,025669,GMS C.Guilhotinas,025241,,REFORÇO DA BUCHA DO MACACO - ICAM FA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,4,80,4,Sem Processo,IÇAMENTO,#REF!,25241-4;
12/12/2024,025669,GMS Corte Manual,428360,,ELO CORRENTE COMPLEM-CARR C2,226105 - CORRENTE ELO 3/16 F. POLIDO,,,2,0,2,S C Guilhotina,IÇAMENTO,#REF!,428360-2;
20/11/2024,025674,GMS C.Serras,434656,,PONTA EIXO-CUBO FORJ  (00)F6,110980 - ACO LAMINADO RED 1.3/4    1045,306,"44,45",2,116,2,S Usinagem,EIXO,#REF!,434656-2;
20/11/2024,025674,GMS C.Serras,025575,,CORPO DO EIXO RS - MFI/FB,134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1434,,1,0,1,S Estamparia,EIXO,#REF!,25575-1;
20/11/2024,025674,GMS C.Plasma,025655,,SAPATA DO EIXO C/MOLA CBH/CBHM (NOV13...),"120157 - CHAPA GQ   3/8 (9,53)     1010",180,100,2,41,2,S Estamparia,EIXO,#REF!,25655-2;
20/11/2024,025674,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
20/11/2024,025674,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
20/11/2024,025674,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
11/01/2025,025684,GMS C.Plasma,425965,,ENGATE  -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,6508,2,S Estamparia,LATERAL,#REF!,425965-2;
11/01/2025,025684,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,575,2,S Estamparia,LATERAL,#REF!,18338-2;
11/01/2025,025684,GMS C.Plasma,026453,,FECHAM LATERAL GRADE 45 cm,"120273 - CHAPA FQ  3,75mm. SAE-1006",446,95,2,15,2,S Estamparia,LATERAL,#REF!,26453-2;
11/01/2025,025684,GMS C.Guilhotinas,025685,,"CORPO - FECHAMENTO LATERAL - S3,20M","120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",,,1,0,1,S Estamparia,LATERAL,#REF!,25685-1;
07/03/2024,025782,GMS C.Serras,025465,,BUCHA DO MANCAL DO CILINDRO CBH8,134224 - TUBO MECANICO  71 X  43  ST-52,43,,1,32,1,S Usinagem,FUEIRO,#REF!,25465-1;
07/03/2024,025782,GMS C.Plasma,025409,,SUPORTE TIRANTE / MANCAL CIL  CHASSI,"120352 - CHAPA GQ   1/2 (12,7)     1010",186,63,1,55,1,S Estamparia,FUEIRO,#REF!,25409-1;
14/11/2024,025860,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
14/11/2024,025860,GMS C.Serras,025834,,CORPO DO EIXO DIANT - CBHM 6000/CBH 6T 02 EIXOS (M14),134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1498,,1,5,1,S Usinagem,EIXO,#REF!,25834-1;
14/11/2024,025860,GMS C.Serras,025833,,MANCAL CENTRAL DO EIXO - CBHM/CBH 6T 02 Eixos (M14),134223 - TUBO MECANICO  71 X  54  ST-52,121,,1,44,1,S Usinagem,EIXO,#REF!,25833-1;
14/11/2024,025860,GMS C.Plasma,447043,,PORTA ICAMENTO - EIXO SS (M98) F,"120157 - CHAPA GQ   3/8 (9,53)     1010",173,85,4,87,4,S Estamparia,EIXO,#REF!,447043-4;
14/11/2024,025860,GMS C.Plasma,025835,,BATEDOR DO EIXO - EIXO DIANT CBHM 6000 2E (M14),"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",243,100,2,53,2,S Estamparia,EIXO,#REF!,25835-2;
14/11/2024,025860,GMS C.Plasma,025845,,REF INFERIOR DO EIXO - CBHM 6000 2E (M14),"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",162,100,1,116,1,S Estamparia,EIXO,#REF!,25845-1;
14/11/2024,025860,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
14/11/2024,025860,GMS C.Plasma,025455,,TRAVA - SUP EIXO CBH-8,"120650 - CHAPA GQ   5/16(7,94)     1010",140,140,1,17,1,S Estamparia,EIXO,#REF!,25455-1;
14/11/2024,025860,GMS C.Plasma,439990,,COMPL PORT ICAM EIXO SS (M98) F,"120650 - CHAPA GQ   5/16(7,94)     1010",85,40,2,104,2,S Estamparia,EIXO,#REF!,439990-2;
14/11/2024,025860,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
21/01/2025,025954,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,5,575,5,S Estamparia,LATERAL,#REF!,18338-5;
21/01/2025,025954,GMS C.Plasma,031038,,"APOIO DA CORRENTE - LATERAL S4,0M","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,1,0,1,Sem Processo,LATERAL,#REF!,31038-1;
21/01/2025,025954,GMS C.Plasma,026453,,FECHAM LATERAL GRADE 45 cm,"120273 - CHAPA FQ  3,75mm. SAE-1006",446,95,2,15,2,S Estamparia,LATERAL,#REF!,26453-2;
21/01/2025,025954,GMS C.Guilhotinas,025955,,"CORPO FECHAM LATERAL S4,0M","120258 - CHAPA FQ #13 (1.20 x 4,00m) 1010",3882,595,1,0,1,S Estamparia,LATERAL,#REF!,25955-1;
12/01/2025,026134,GMS Prensas,425977,,FEMEA ENGATE  -  GRADES  CBHM,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",172,"12,7",5,863,5,S Estamparia,LATERAL,#REF!,425977-5;
12/01/2025,026134,GMS C.Plasma,425965,,ENGATE  -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,6508,2,S Estamparia,LATERAL,#REF!,425965-2;
12/01/2025,026134,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,3,575,3,S Estamparia,LATERAL,#REF!,18338-3;
12/01/2025,026134,GMS C.Plasma,026453,,FECHAM LATERAL GRADE 45 cm,"120273 - CHAPA FQ  3,75mm. SAE-1006",446,95,2,15,2,S Estamparia,LATERAL,#REF!,26453-2;
12/01/2025,026134,GMS C.Guilhotinas,025955,,"CORPO FECHAM LATERAL S4,0M","120258 - CHAPA FQ #13 (1.20 x 4,00m) 1010",3882,595,1,0,1,S Estamparia,LATERAL,#REF!,25955-1;
12/01/2025,026134,GMS C.Guilhotinas,429764,,APOIO FEMEA ENG  -  GRADES  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",85,52,5,2108,5,S Estamparia,LATERAL,#REF!,429764-5;
24/07/2024,028832,GMS Prensas,028827,,ENGATE DO VARÃO DE TRAVA   CBH M16 2 EIXOS TANDEM,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",67,,1,16,1,S Estamparia,CONJ INTERMED,#REF!,28827-1;
24/07/2024,028832,GMS C.Serras,028829,,CORPO DO VARÃO  CBH M16 2 EIXOS TANDEM,134375 - TUBO     1/2       DIN 2440,70,,1,92,1,S Estamparia,CONJ INTERMED,#REF!,28829-1;
11/07/2024,028936,GMS C.Serras,028877,,EMBOLO C/ FREIO - IÇAMENTO - CBH M16 02 EIXOS TANDEM,110346 - ACO LAMINADO RED 2        1020,193,,1,0,1,S Usinagem,CONJ INTERMED,#REF!,28877-1;
11/07/2024,028936,GMS C.Serras,028938,,PINO DA LUVA DE UNIÃO - ENGATE CBH 8T,"113049 - ACO TREF. RED. SAE-1045 - 1.1/2""",185,,1,0,1,Sem Processo,CONJ INTERMED,#REF!,28938-1;
11/07/2024,028936,GMS C.Serras,464855,,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020",427,"76,2",1,300,1,S Forjaria,CONJ INTERMED,#REF!,464855-1;
11/07/2024,028936,GMS C.Serras,028935,,LUVA DE UNIÃO - ENGATE CBH 8T,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020",380,"76,2",1,0,1,S Forjaria,CONJ INTERMED,#REF!,28935-1;
11/07/2024,028936,GMS C.Serras,028937,,BUCHA DA LUVA DE UNIÃO - ENGATE - CBH 8 T,134224 - TUBO MECANICO  71 X  43  ST-52,,,2,0,2,S Usinagem,CONJ INTERMED,#REF!,28937-2;
08/03/2024,029520,GMS C.Serras,029521,,"CORPO DO ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT","134430 - TUBO SCHEDULLE 40 - 1.1/4""",,,1,19,1,S Usinagem,FUEIRO,#REF!,29521-1;
08/03/2024,029520,GMS C.Laser,033612,,ARRUELA [ESPAÇADOR - CBH M18],"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,236,2,S Mont Sistemas Carretas,FUEIRO,#REF!,33612-2;
19/04/2024,029668,GMS C.Serras,459057,,TRAVA LOCALIZAC-BRACO SUP ROT,124576 - ACO TREFILADO QDR   3/8   1045,20,"9,52",1,0,1,S Mont Sistemas Carretas,CHASSI,#REF!,459057-1;
19/04/2024,029668,GMS C.Serras,479329,,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,45,1,Sem Processo,CHASSI,#REF!,479329-1;
19/04/2024,029668,GMS C.Plasma,029669,,LONGARINA - CHASSI CARRETA ER6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",3985,230,2,11,2,S Estamparia,CHASSI,#REF!,29669-2;
19/04/2024,029668,GMS C.Plasma,480630,,REFORÇO  - 5ª RODA (M98)   F4/6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",400,"107,27",1,43,1,S Estamparia,CHASSI,#REF!,480630-1;
