Recurso,Peca,Qtde,Etapa,LEAD TIME,Código,Célula,flag peça,Etapa2,Etapa3,Etapa4,Etapa5,Etapa6
FT10500-2E SS RS/RD M23,Escada Superior FT12500,1,Montagem,30,033428,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,colorido
FT10500-2E SS RS/RD M23,Escada Inferior FT12500,1,Montagem,30,033445,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,cinza
FT10500-2E SS RS/RD M23,Chassi FT10500-2E,1,Montagem,30,033601,PLAT. TANQUE. CAÇAM.,1,,,Serralheria,,
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",5ª Roda CBH12/FT12500,1,Montagem,30,033289,EIXO SIMPLES,1,Pintura,,Serralheria,,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Eixo Dianteiro Simples CBH12/FT12500,1,Montagem,30,033319,EIXO SIMPLES,1,,,Serralheria,,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Eixo Traseiro Simples CBH9/FT10500-2E,1,Montagem,30,033593,EIXO SIMPLES,1,,,Serralheria,,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Cotovelo 90° FT12500,1,Montagem,30,033225,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Fixador Estabilizador CBH12/FT12500,1,Montagem,30,033338,IÇAMENTO,1,Pintura,,Serralheria,CINZA,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Braço Estabilizador CBH12/FT12500,1,Montagem,30,033430,IÇAMENTO,1,Pintura,,Serralheria,CINZA,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Cotovelo Z 90º/90º FT12500,1,Montagem,30,033503,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",EIXO DIANTEIRO COMPLETO,1,Montagem,30,033520,EIXO COMPLETO,1,Pintura,,,CINZA,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Içamento Simples CBH12/FT12500,1,Montagem,30,033330,IÇAMENTO,1,Pintura,,Serralheria,CINZA,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Engate CBH8/CBH12/FT12500,1,Montagem,30,028936,CONJ INTERMED,1,Pintura,,Serralheria,CINZA,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Eixo Traseiro Completo,1,Montagem,30,033597,EIXO COMPLETO,1,Pintura,,,CINZA,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Tubulação Dispersão FT10500,1,Montagem,30,033930,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Assoalho Gaiola FT12500,1,Montagem,30,033746,FUEIRO,1,Pintura,,Serralheria,,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Grade Esquerda Gaiola FT12500,1,Montagem,30,033874,FUEIRO,1,Pintura,,Serralheria,,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Grade Direita Gaiola FT12500,1,Montagem,30,033878,FUEIRO,1,Pintura,,Serralheria,,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Grade Traseira Gaiola FT12500,1,Montagem,30,033936,FUEIRO,1,Pintura,,Serralheria,,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Dispersor FT12500,1,Montagem,30,033137,CONJ INTERMED,1,Pintura,,Serralheria,CINZA,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Esguicho FT12500,1,Montagem,30,033138,CONJ INTERMED,1,,,Serralheria,,
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Chassi FT10500-2E,1,Montagem,30,033601,PLAT. TANQUE. CAÇAM.,1,,,Serralheria,,
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Corpo do Tanque FT10500,1,Montagem,30,034316,PLAT. TANQUE. CAÇAM.,1,,,Serralheria,,
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Tanque Simples FT10500-2E,1,Montagem,30,034317,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",TAMPA SUPERIOR [FTD5000/FT10500/12500],1,Montagem,30,032078,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,CINZA,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Tampa Traseira FT12500,1,Montagem,30,032095,CONJ INTERMED,1,Pintura,,Serralheria,CINZA,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Manivela FT12500,10,Montagem,30,033108,CONJ INTERMED,1,Pintura,,Serralheria,CINZA,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Escada Superior FT12500,1,Montagem,30,033428,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,colorido
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Escada Inferior FT12500,1,Montagem,30,033445,PLAT. TANQUE. CAÇAM.,1,Pintura,,Serralheria,COLORIDO,cinza
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",CUBO FT10500,4,Montagem,30,222411,CUBO DE RODA,1,,,,,
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
"FT10500-2E SS RS/RS R15,5 BB BD P400 M23",Tampa Cubo CBH8/CBH12/FT12500,4,Montagem,30,026073,EIXO SIMPLES,1,,,Serralheria,,colorido
FT6500 SS RS/RS BB P750(I) M23,Eixo Traseiro Completo F4/F6,1,Montagem,30,032782,EIXO COMPLETO,1,Pintura,,,CINZA,
FT6500 SS RS/RS BB P750(I) M23,Eixo Diant. F4/6,1,Montagem,30,032780,EIXO COMPLETO,1,Pintura,,,CINZA,
FT6500 SS RS/RS BB P750(I) M23,CHASSI F6 SS PARA TANQUE,1,Montagem,30,032762,CHASSI,1,Pintura,Solda,,CINZA,
FT6500 SS RS/RS BB P750(I) M23,Eixo Traseiro Simples F4/F6,1,Montagem,30,032781,EIXO SIMPLES,1,,,,,
FT6500 SS RS/RS BB P750(I) M23,Eixo Dianteiro Simples F4/F6,1,Montagem,30,032779,EIXO SIMPLES,1,,,,,
FT6500 SS RS/RS BB P750(I) M23,Içamento Grande,1,Montagem,30,023565,IÇAMENTO,1,,,,,
FT6500 SS RS/RS BB P750(I) M23,Plataforma LE - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010110,PLAT. TANQUE. CAÇAM.,1,,,,,
FT6500 SS RS/RS BB P750(I) M23,Plataforma LD - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010108,PLAT. TANQUE. CAÇAM.,1,,,,,
FT6500 SS RS/RS BB P750(I) M23,IÇAMENTO COMPLETO SS CINZA [CBH/CBHM/FTC-2E],1,,30,023589,IÇAMENTO,1,Pintura,,,CINZA,
FT6500 SS RS/RS BB P750(I) M23,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 CS RS/RS BB M22,Içamento Grande,1,Montagem,30,023565,IÇAMENTO,1,,,,,
FTC4300 CS RS/RS BB M22,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB M22,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB M22,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB M22,Plataforma LE - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010110,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB M22,Plataforma LD - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010108,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB M22,Tanque 4300 M22,1,,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,Serralheria,COLORIDO,
FTC4300 CS RS/RS BB M22,IÇAMENTO COMPLETO SS CINZA [CBH/CBHM/FTC-2E],1,,30,023589,IÇAMENTO,1,Pintura,,Serralheria,CINZA,
FTC4300 CS RS/RS BB M22,TUBO ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,,30,032667,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB M22,TUBO FECHAMENTO [GAIOLA KIT INCENDIO - FTC],1,,30,032668,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB M22,ASSOALHO COMPLETO [GAIOLA KIT INCENDIO - FTC],1,Montagem,30,032771,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB M22,ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,Montagem,30,032772,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB M22,Eixo F4/6 CM,2,Montagem,30,032784,EIXO COMPLETO,1,Pintura,,Serralheria,CINZA,
FTC4300 CS RS/RS BB M22,CHASSI F4 CS P/ TANQUE,1,Montagem,30,032765,CHASSI,1,Pintura,Solda,Serralheria,CINZA,
FTC4300 CS RS/RS BB M22,F6/F4 CM,2,Montagem,30,032783,EIXO SIMPLES,1,,,,,
FTC4300 CS RS/RS BB M22,5º Roda F4/6,1,Montagem,30,029989,IÇAMENTO,1,Pintura,,Serralheria,CINZA,
FTC4300 CS RS/RS BB M22,Içamento Pequeno,1,Montagem,30,462160,IÇAMENTO,1,,,,,
FTC4300 CS RS/RS BB M22,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
FTC4300 CS RS/RS BB M22,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 CS RS/RS BB P750(I) M22,Içamento Grande,1,Montagem,30,023565,IÇAMENTO,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,Plataforma LE - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010110,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,Plataforma LD - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010108,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,Tanque 4300 M22,1,,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,Serralheria,COLORIDO,
FTC4300 CS RS/RS BB P750(I) M22,IÇAMENTO COMPLETO SS CINZA [CBH/CBHM/FTC-2E],1,,30,023589,IÇAMENTO,1,Pintura,,Serralheria,CINZA,
FTC4300 CS RS/RS BB P750(I) M22,TUBO ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,,30,032667,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB P750(I) M22,TUBO FECHAMENTO [GAIOLA KIT INCENDIO - FTC],1,,30,032668,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB P750(I) M22,ASSOALHO COMPLETO [GAIOLA KIT INCENDIO - FTC],1,Montagem,30,032771,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB P750(I) M22,ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,Montagem,30,032772,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS BB P750(I) M22,Eixo F4/6 CM,2,Montagem,30,032784,EIXO COMPLETO,1,Pintura,,Serralheria,CINZA,
FTC4300 CS RS/RS BB P750(I) M22,CHASSI F4 CS P/ TANQUE,1,Montagem,30,032765,CHASSI,1,Pintura,Solda,Serralheria,CINZA,
FTC4300 CS RS/RS BB P750(I) M22,F6/F4 CM,2,Montagem,30,032783,EIXO SIMPLES,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,5º Roda F4/6,1,Montagem,30,029989,IÇAMENTO,1,Pintura,,Serralheria,CINZA,
FTC4300 CS RS/RS BB P750(I) M22,Içamento Pequeno,1,Montagem,30,462160,IÇAMENTO,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,CUBO F6 SS,4,Montagem,30,222401,CUBO DE RODA,1,,,,,
FTC4300 CS RS/RS BB P750(I) M22,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 CS RS/RS M22,CHASSI F4 CS P/ TANQUE,1,Montagem,30,032765,CHASSI,1,Pintura,Solda,,CINZA,
FTC4300 CS RS/RS M22,Eixo F4/6 CM,2,Montagem,30,032784,EIXO COMPLETO,1,Pintura,Solda,,CINZA,
FTC4300 CS RS/RS M22,F6/F4 CM,2,Montagem,30,032783,EIXO SIMPLES,1,,,,,
FTC4300 CS RS/RS M22,Içamento Pequeno,1,Montagem,30,462160,IÇAMENTO,1,,,,,
FTC4300 CS RS/RS M22,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS M22,Tanque 4300 M22,1,Montagem,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 CS RS/RS M22,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS M22,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS M22,IÇAMENTO COMPLETO SS CINZA [F4/6 M98],1,,30,462184,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 CS RS/RS M22,5º Roda F4/6,1,Montagem,30,029989,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 CS RS/RS M22,CUBO F6 SS,4,Montagem,30,222401,CUBO DE RODA,1,,,,,
FTC4300 CS RS/RS M22,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
FTC4300 CS RS/RS M22,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 CS RS/RS P750(I) M22,CHASSI F4 CS P/ TANQUE,1,Montagem,30,032765,CHASSI,1,Pintura,Solda,,CINZA,
FTC4300 CS RS/RS P750(I) M22,Eixo F4/6 CM,2,Montagem,30,032784,EIXO COMPLETO,1,Pintura,Solda,,CINZA,
FTC4300 CS RS/RS P750(I) M22,F6/F4 CM,2,Montagem,30,032783,EIXO SIMPLES,1,,,,,
FTC4300 CS RS/RS P750(I) M22,Içamento Pequeno,1,Montagem,30,462160,IÇAMENTO,1,,,,,
FTC4300 CS RS/RS P750(I) M22,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS P750(I) M22,Tanque 4300 M22,1,Montagem,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 CS RS/RS P750(I) M22,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS P750(I) M22,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS P750(I) M22,IÇAMENTO COMPLETO SS CINZA [F4/6 M98],1,,30,462184,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 CS RS/RS P750(I) M22,5º Roda F4/6,1,Montagem,30,029989,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 CS RS/RS P750(I) M22,CUBO F6 SS,4,Montagem,30,222401,CUBO DE RODA,1,,,,,
FTC4300 CS RS/RS P750(I) M22,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
FTC4300 CS RS/RS P750(I) M22,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,CHASSI F4 CS P/ TANQUE,1,Montagem,30,032765,CHASSI,1,Pintura,Solda,,CINZA,
FTC4300 CS RS/RS PL SPG P750(I) M22,Eixo F4/6 CM,2,,30,032784,EIXO COMPLETO,1,Pintura,Solda,,CINZA,
FTC4300 CS RS/RS PL SPG P750(I) M22,F6/F4 CM,1,Montagem,30,032783,EIXO SIMPLES,1,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,Plataforma LE - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010110,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,Plataforma LD - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010108,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,Tanque 4300 M22,1,Montagem,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 CS RS/RS PL SPG P750(I) M22,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,5º Roda F4/6,1,Montagem,30,029989,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 CS RS/RS PL SPG P750(I) M22,BARRA ESPARGEDORA P/TANQUE,1,Montagem,30,043000,FUEIRO,1,Pintura,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,Içamento Grande,1,Montagem,30,023565,IÇAMENTO,1,,,,,
FTC4300 CS RS/RS PL SPG P750(I) M22,IÇAMENTO COMPLETO SS CINZA [CBH/CBHM/FTC-2E],1,,30,023589,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 CS RS/RS PL SPG P750(I) M22,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 SS RS/RS BB M22,Eixo Diant. F4/6,1,Montagem,30,032780,EIXO COMPLETO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB M22,Eixo Traseiro Completo F4/F6,1,Montagem,30,032782,EIXO COMPLETO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB M22,Eixo Dianteiro Simples F4/F6,1,Montagem,30,032779,EIXO SIMPLES,1,,,,,
FTC4300 SS RS/RS BB M22,Eixo Traseiro Simples F4/F6,1,Montagem,30,032781,EIXO SIMPLES,1,,,,,
FTC4300 SS RS/RS BB M22,CHASSI 4T F4 SS PARA TANQUE,1,Montagem,30,032764,CHASSI,1,Pintura,Solda,,CINZA,
FTC4300 SS RS/RS BB M22,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB M22,Içamento Grande,1,Montagem,30,023565,IÇAMENTO,1,,,,,
FTC4300 SS RS/RS BB M22,Tanque 4300 M22,1,Montagem,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 SS RS/RS BB M22,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB M22,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB M22,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB M22,Plataforma LE - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010110,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB M22,Plataforma LD - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010108,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB M22,Tanque 4300 M22,1,,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 SS RS/RS BB M22,IÇAMENTO COMPLETO SS CINZA [CBH/CBHM/FTC-2E],1,,30,023589,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB M22,TUBO ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,,30,032667,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB M22,TUBO FECHAMENTO [GAIOLA KIT INCENDIO - FTC],1,,30,032668,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB M22,ASSOALHO COMPLETO [GAIOLA KIT INCENDIO - FTC],1,Montagem,30,032771,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB M22,ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,Montagem,30,032772,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB M22,CUBO F6 SS,4,Montagem,30,222401,CUBO DE RODA,1,,,,,
FTC4300 SS RS/RS BB M22,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
FTC4300 SS RS/RS BB M22,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 SS RS/RS BB M22,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Eixo Diant. F4/6,1,Montagem,30,032780,EIXO COMPLETO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M21,Eixo Traseiro Completo F4/F6,1,Montagem,30,032782,EIXO COMPLETO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M21,Eixo Dianteiro Simples F4/F6,1,Montagem,30,032779,EIXO SIMPLES,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Eixo Traseiro Simples F4/F6,1,Montagem,30,032781,EIXO SIMPLES,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,CHASSI 4T F4 SS PARA TANQUE,1,Montagem,30,032764,CHASSI,1,Pintura,Solda,,CINZA,
FTC4300 SS RS/RS BB P750(I) M21,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M21,Içamento Grande,1,Montagem,30,023565,IÇAMENTO,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Tanque 4300 M22,1,Montagem,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 SS RS/RS BB P750(I) M21,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Plataforma LE - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010110,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Plataforma LD - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010108,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,Tanque 4300 M22,1,,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 SS RS/RS BB P750(I) M21,IÇAMENTO COMPLETO SS CINZA [CBH/CBHM/FTC-2E],1,,30,023589,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M21,TUBO ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,,30,032667,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB P750(I) M21,TUBO FECHAMENTO [GAIOLA KIT INCENDIO - FTC],1,,30,032668,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB P750(I) M21,ASSOALHO COMPLETO [GAIOLA KIT INCENDIO - FTC],1,Montagem,30,032771,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB P750(I) M21,ESTRUTURA [GAIOLA KIT INCENDIO - FTC],2,Montagem,30,032772,FUEIRO,1,Pintura,,,,
FTC4300 SS RS/RS BB P750(I) M21,CUBO F6 SS,4,Montagem,30,222401,CUBO DE RODA,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
FTC4300 SS RS/RS BB P750(I) M21,ENGATE COMPL. F4/6,1,Montagem,30,032314,CONJ INTERMED,,,,,,
FTC4300 SS RS/RS BB P750(I) M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,CHASSI 4T F4 SS PARA TANQUE,1,Montagem,30,032764,CHASSI,1,Pintura,Solda,,CINZA,
FTC4300 SS RS/RS BB P750(I) M22,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M22,Içamento Grande,1,Montagem,30,023565,IÇAMENTO,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,Tanque 4300 M22,1,Montagem,30,032770,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
FTC4300 SS RS/RS BB P750(I) M22,Corpo do Tanque 4300 M22,1,Montagem,30,032681,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,Gradil 4300 M22,1,Montagem,30,032637,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,Escada Coml T3/4,1,Montagem,30,411267,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,Plataforma LE - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010110,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,Plataforma LD - Bomba Andrad Chassi 90cm MFI,1,Montagem,30,010108,PLAT. TANQUE. CAÇAM.,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,IÇAMENTO COMPLETO SS CINZA [CBH/CBHM/FTC-2E],1,,30,023589,IÇAMENTO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M22,Eixo Diant. F4/6,1,Montagem,30,032780,EIXO COMPLETO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M22,Eixo Traseiro Completo F4/F6,1,Montagem,30,032782,EIXO COMPLETO,1,Pintura,,,CINZA,
FTC4300 SS RS/RS BB P750(I) M22,Eixo Dianteiro Simples F4/F6,1,Montagem,30,032779,EIXO SIMPLES,1,,,,,
FTC4300 SS RS/RS BB P750(I) M22,Eixo Traseiro Simples F4/F6,1,Montagem,30,032781,EIXO SIMPLES,1,,,,,
